Account,ATMID,caldate,Dispense,DT,MaxCapacity,CountTotalTxn
ABC,APCN00816,14-08-2022,6900,0,2640000,8
PQR,S1CN1142,14-08-2022,83500,0,3520000,11
PQR,S1CN2022,14-08-2022,656500,5,2860000,246
PQR,SPCND067,14-08-2022,547000,0,3520000,110
ABC,APAN11109,14-08-2022,350500,0,3520000,100
ABC,APAN23217,14-08-2022,323900,0,3740000,104
PQR,SPCNG376,14-08-2022,212000,0,3520000,41
PQR,S1CN3514,14-08-2022,775500,32,3520000,258
PQR,S1CN2820,14-08-2022,448000,0,3520000,129
ABC,APAN22403,14-08-2022,249900,0,2420000,56
ABC,APAN35706,14-08-2022,0,0,2860000,0
XYZ,T1NY000166081,14-08-2022,380500,142,3520000,89
XYZ,T1BH000011116,14-08-2022,523700,0,3520000,168
XYZ,T1BH000603091,14-08-2022,173500,0,3520000,50
XYZ,T1BH000274012,14-08-2022,410400,0,2860000,134
XYZ,T1NH000575414,14-08-2022,574500,0,3520000,173
PQR,S1CN2011,14-08-2022,18000,0,3520000,5
XYZ,T1BH007252090,14-08-2022,298000,0,3520000,124
XYZ,T1BH000003039,14-08-2022,300500,0,3520000,100
ABC,SPCN02020,15-08-2022,352500,455,2640000,87
ABC,TPCN10269,15-08-2022,457000,0,3520000,86
ABC,APCN00816,15-08-2022,16400,30,2640000,5
PQR,S1CN1142,15-08-2022,35500,0,3520000,6
PQR,S1CN2022,15-08-2022,452500,0,2860000,193
PQR,SPCND067,15-08-2022,445000,0,3520000,100
ABC,APAN11109,15-08-2022,256000,76,3520000,75
ABC,APAN23217,15-08-2022,486300,0,3740000,116
PQR,SPCNG376,15-08-2022,195000,0,3520000,24
PQR,S1CN3514,15-08-2022,796500,0,3520000,262
PQR,S1CN2820,15-08-2022,372000,0,3520000,101
ABC,APAN22403,15-08-2022,334000,146,2420000,75
ABC,APAN35706,15-08-2022,0,1305,2860000,0
XYZ,T1NY000166081,15-08-2022,339000,0,3520000,94
XYZ,T1BH000011116,15-08-2022,453800,81,3520000,168
XYZ,T1BH000603091,15-08-2022,201500,577,3520000,57
XYZ,T1BH000274012,15-08-2022,301300,0,2860000,128
XYZ,T1NH000575414,15-08-2022,486500,0,3520000,177
PQR,S1CN2011,15-08-2022,4500,0,3520000,1
XYZ,T1BH007252090,15-08-2022,750500,0,3520000,200
XYZ,T1BH000003039,15-08-2022,235000,0,3520000,91
ABC,SPCN02020,16-08-2022,92500,1314,2640000,16
ABC,TPCN10269,16-08-2022,880500,5,3520000,114
ABC,APCN00816,16-08-2022,120200,3,2640000,33
PQR,S1CN1142,16-08-2022,55500,0,3520000,11
PQR,S1CN2022,16-08-2022,402500,6,2860000,166
PQR,SPCND067,16-08-2022,992500,11,3520000,138
ABC,APAN11109,16-08-2022,201000,578,3520000,51
ABC,APAN23217,16-08-2022,486700,0,3740000,152
PQR,SPCNG376,16-08-2022,34500,64,3520000,25
PQR,S1CN3514,16-08-2022,337000,6,3520000,110
PQR,S1CN2820,16-08-2022,304500,0,3520000,88
ABC,APAN22403,16-08-2022,1005800,0,2420000,188
ABC,APAN35706,16-08-2022,0,1440,2860000,0
XYZ,T1NY000166081,16-08-2022,301500,0,3520000,99
XYZ,T1BH000011116,16-08-2022,547400,0,3520000,219
XYZ,T1BH000603091,16-08-2022,403500,0,3520000,115
XYZ,T1BH000274012,16-08-2022,249900,0,2860000,99
XYZ,T1NH000575414,16-08-2022,404000,0,3520000,137
PQR,S1CN2011,16-08-2022,209000,6,3520000,35
XYZ,T1BH007252090,16-08-2022,2000,0,3520000,79
XYZ,T1BH000003039,16-08-2022,162000,0,3520000,57
ABC,SPCN02020,17-08-2022,258000,837,2640000,58
ABC,TPCN10269,17-08-2022,972500,55,3520000,152
ABC,APCN00816,17-08-2022,98600,32,2640000,37
PQR,S1CN1142,17-08-2022,437000,0,3520000,36
PQR,S1CN2022,17-08-2022,504400,0,2860000,190
PQR,SPCND067,17-08-2022,603500,0,3520000,132
ABC,APAN11109,17-08-2022,427500,39,3520000,98
ABC,APAN23217,17-08-2022,446200,6,3740000,157
PQR,SPCNG376,17-08-2022,217000,0,3520000,73
PQR,S1CN3514,17-08-2022,684500,0,3520000,211
PQR,S1CN2820,17-08-2022,401500,11,3520000,101
ABC,APAN22403,17-08-2022,770200,28,2420000,162
ABC,APAN35706,17-08-2022,0,1440,2860000,0
XYZ,T1NY000166081,17-08-2022,430000,0,3520000,108
XYZ,T1BH000011116,17-08-2022,649200,0,3520000,180
XYZ,T1BH000603091,17-08-2022,464000,0,3520000,123
XYZ,T1BH000274012,17-08-2022,335800,0,2860000,130
XYZ,T1NH000575414,17-08-2022,366500,0,3520000,127
PQR,S1CN2011,17-08-2022,512500,0,3520000,54
XYZ,T1BH007252090,17-08-2022,0,0,3520000,51
XYZ,T1BH000003039,17-08-2022,177500,0,3520000,58
ABC,SPCN02020,18-08-2022,153000,675,2640000,39
ABC,TPCN10269,18-08-2022,763000,24,3520000,107
ABC,APCN00816,18-08-2022,110400,0,2640000,32
PQR,S1CN1142,18-08-2022,187000,0,3520000,15
PQR,S1CN2022,18-08-2022,681400,5,2860000,188
PQR,SPCND067,18-08-2022,860000,11,3520000,161
ABC,APAN11109,18-08-2022,500000,0,3520000,98
ABC,APAN23217,18-08-2022,488700,3,3740000,165
PQR,SPCNG376,18-08-2022,319500,0,3520000,67
PQR,S1CN3514,18-08-2022,679000,0,3520000,227
PQR,S1CN2820,18-08-2022,233000,5,3520000,78
ABC,APAN22403,18-08-2022,751800,13,2420000,155
ABC,APAN35706,18-08-2022,0,1440,2860000,0
XYZ,T1NY000166081,18-08-2022,490000,116,3520000,112
XYZ,T1BH000011116,18-08-2022,486300,0,3520000,192
XYZ,T1BH000603091,18-08-2022,275000,87,3520000,93
XYZ,T1BH000274012,18-08-2022,227600,0,2860000,93
XYZ,T1NH000575414,18-08-2022,324000,0,3520000,136
PQR,S1CN2011,18-08-2022,172500,0,3520000,30
XYZ,T1BH007252090,18-08-2022,0,45,3520000,43
XYZ,T1BH000003039,18-08-2022,164500,96,3520000,55
ABC,SPCN02020,19-08-2022,273000,0,2640000,74
ABC,TPCN10269,19-08-2022,998000,30,3520000,124
ABC,APCN00816,19-08-2022,139400,0,2640000,25
PQR,S1CN1142,19-08-2022,98000,0,3520000,19
PQR,S1CN2022,19-08-2022,459700,0,2860000,161
PQR,SPCND067,19-08-2022,432000,0,3520000,107
ABC,APAN11109,19-08-2022,111500,57,3520000,39
ABC,APAN23217,19-08-2022,270900,0,3740000,74
PQR,SPCNG376,19-08-2022,50000,0,3520000,21
PQR,S1CN3514,19-08-2022,591000,6,3520000,155
PQR,S1CN2820,19-08-2022,410000,0,3520000,90
ABC,APAN22403,19-08-2022,534200,0,2420000,111
ABC,APAN35706,19-08-2022,25000,750,2860000,10
XYZ,T1NY000166081,19-08-2022,295000,0,3520000,93
XYZ,T1BH000011116,19-08-2022,603500,94,3520000,198
XYZ,T1BH000603091,19-08-2022,307500,0,3520000,87
XYZ,T1BH000274012,19-08-2022,204900,0,2860000,87
XYZ,T1NH000575414,19-08-2022,444500,0,3520000,129
PQR,S1CN2011,19-08-2022,42500,0,3520000,15
XYZ,T1BH007252090,19-08-2022,134000,58,3520000,92
XYZ,T1BH000003039,19-08-2022,199000,251,3520000,68
ABC,SPCN02020,20-08-2022,477000,269,2640000,117
ABC,TPCN10269,20-08-2022,804000,85,3520000,126
ABC,APCN00816,20-08-2022,187000,0,2640000,59
PQR,S1CN1142,20-08-2022,180500,48,3520000,23
PQR,S1CN2022,20-08-2022,654400,0,2860000,218
PQR,SPCND067,20-08-2022,665500,0,3520000,149
ABC,APAN11109,20-08-2022,403500,69,3520000,110
ABC,APAN23217,20-08-2022,471300,0,3740000,134
PQR,SPCNG376,20-08-2022,92500,21,3520000,30
PQR,S1CN3514,20-08-2022,481500,5,3520000,167
PQR,S1CN2820,20-08-2022,348000,0,3520000,90
ABC,APAN22403,20-08-2022,535800,65,2420000,111
ABC,APAN35706,20-08-2022,64500,375,2860000,26
XYZ,T1NY000166081,20-08-2022,366000,170,3520000,112
XYZ,T1BH000011116,20-08-2022,449700,170,3520000,188
XYZ,T1BH000603091,20-08-2022,244000,0,3520000,68
XYZ,T1BH000274012,20-08-2022,347500,0,2860000,143
XYZ,T1NH000575414,20-08-2022,442000,0,3520000,146
PQR,S1CN2011,20-08-2022,72500,15,3520000,22
XYZ,T1BH007252090,20-08-2022,742000,65,3520000,197
XYZ,T1BH000003039,20-08-2022,151500,0,3520000,57
ABC,SPCN02020,21-08-2022,477000,121,2640000,114
ABC,TPCN10269,21-08-2022,635500,0,3520000,109
ABC,APCN00816,21-08-2022,2000,0,2640000,3
PQR,S1CN1142,21-08-2022,73000,0,3520000,15
PQR,S1CN2022,21-08-2022,679600,154,2860000,275
PQR,SPCND067,21-08-2022,531500,0,3520000,118
ABC,APAN11109,21-08-2022,269500,0,3520000,75
ABC,APAN23217,21-08-2022,387300,0,3740000,143
PQR,SPCNG376,21-08-2022,178500,0,3520000,32
PQR,S1CN3514,21-08-2022,698000,0,3520000,221
PQR,S1CN2820,21-08-2022,445000,0,3520000,124
ABC,APAN22403,21-08-2022,326500,0,2420000,73
ABC,APAN35706,21-08-2022,0,1440,2860000,1
XYZ,T1NY000166081,21-08-2022,666000,0,3520000,169
XYZ,T1BH000011116,21-08-2022,553700,0,3520000,210
XYZ,T1BH000603091,21-08-2022,156000,0,3520000,57
XYZ,T1BH000274012,21-08-2022,268500,0,2860000,94
XYZ,T1NH000575414,21-08-2022,376000,0,3520000,150
PQR,S1CN2011,21-08-2022,40000,0,3520000,8
XYZ,T1BH007252090,21-08-2022,315500,0,3520000,140
XYZ,T1BH000003039,21-08-2022,169500,0,3520000,62
ABC,SPCN02020,22-08-2022,416000,383,2640000,103
ABC,TPCN10269,22-08-2022,658500,0,3520000,96
ABC,APCN00816,22-08-2022,151300,0,2640000,32
PQR,S1CN1142,22-08-2022,170000,0,3520000,20
PQR,S1CN2022,22-08-2022,484000,34,2860000,192
PQR,SPCND067,22-08-2022,589000,0,3520000,104
ABC,APAN11109,22-08-2022,285000,135,3520000,87
ABC,APAN23217,22-08-2022,398600,69,3740000,133
PQR,SPCNG376,22-08-2022,131500,0,3520000,26
PQR,S1CN3514,22-08-2022,648000,0,3520000,221
PQR,S1CN2820,22-08-2022,256000,0,3520000,79
ABC,APAN22403,22-08-2022,655400,0,2420000,126
ABC,APAN35706,22-08-2022,111000,988,2860000,48
XYZ,T1NY000166081,22-08-2022,367000,0,3520000,105
XYZ,T1BH000011116,22-08-2022,423000,13,3520000,165
XYZ,T1BH000603091,22-08-2022,255500,36,3520000,79
XYZ,T1BH000274012,22-08-2022,291400,0,2860000,86
XYZ,T1NH000575414,22-08-2022,339000,0,3520000,133
PQR,S1CN2011,22-08-2022,64500,0,3520000,24
XYZ,T1BH007252090,22-08-2022,614500,0,3520000,204
XYZ,T1BH000003039,22-08-2022,242500,0,3520000,82
ABC,SPCN02020,23-08-2022,353000,182,2640000,94
ABC,TPCN10269,23-08-2022,268000,615,3520000,37
ABC,APCN00816,23-08-2022,64500,3,2640000,23
PQR,S1CN1142,23-08-2022,190000,0,3520000,13
PQR,S1CN2022,23-08-2022,400400,0,2860000,171
PQR,SPCND067,23-08-2022,572500,11,3520000,99
ABC,APAN11109,23-08-2022,400000,57,3520000,110
ABC,APAN23217,23-08-2022,399600,41,3740000,126
PQR,SPCNG376,23-08-2022,252000,0,3520000,72
PQR,S1CN3514,23-08-2022,567500,5,3520000,177
PQR,S1CN2820,23-08-2022,168500,0,3520000,80
ABC,APAN22403,23-08-2022,685200,106,2420000,115
ABC,APAN35706,23-08-2022,183500,41,2860000,61
XYZ,T1NY000166081,23-08-2022,350500,0,3520000,92
XYZ,T1BH000011116,23-08-2022,493300,0,3520000,173
XYZ,T1BH000603091,23-08-2022,268000,0,3520000,75
XYZ,T1BH000274012,23-08-2022,182600,0,2860000,83
XYZ,T1NH000575414,23-08-2022,127000,63,3520000,83
PQR,S1CN2011,23-08-2022,683000,0,3520000,62
XYZ,T1BH007252090,23-08-2022,504000,75,3520000,170
XYZ,T1BH000003039,23-08-2022,239500,0,3520000,79
ABC,SPCN02020,24-08-2022,541000,378,2640000,110
ABC,TPCN10269,24-08-2022,0,1351,3520000,5
ABC,APCN00816,24-08-2022,152900,56,2640000,34
PQR,S1CN1142,24-08-2022,0,0,3520000,0
PQR,S1CN2022,24-08-2022,716900,0,2860000,195
PQR,SPCND067,24-08-2022,555000,0,3520000,97
ABC,APAN11109,24-08-2022,311500,310,3520000,78
ABC,APAN23217,24-08-2022,289600,100,3740000,106
PQR,SPCNG376,24-08-2022,125500,0,3520000,47
PQR,S1CN3514,24-08-2022,609000,43,3520000,166
PQR,S1CN2820,24-08-2022,205200,57,3520000,86
ABC,APAN22403,24-08-2022,705300,30,2420000,133
ABC,APAN35706,24-08-2022,62000,0,2860000,35
XYZ,T1NY000166081,24-08-2022,640000,49,3520000,143
XYZ,T1BH000011116,24-08-2022,487300,62,3520000,187
XYZ,T1BH000603091,24-08-2022,366000,0,3520000,91
XYZ,T1BH000274012,24-08-2022,231400,0,2860000,72
XYZ,T1NH000575414,24-08-2022,380000,0,3520000,130
PQR,S1CN2011,24-08-2022,187500,0,3520000,39
XYZ,T1BH007252090,24-08-2022,510000,0,3520000,202
XYZ,T1BH000003039,24-08-2022,180500,407,3520000,60
ABC,SPCN02020,25-08-2022,195500,1007,2640000,58
ABC,TPCN10269,25-08-2022,447000,1037,3520000,52
ABC,APCN00816,25-08-2022,117100,0,2640000,26
PQR,S1CN1142,25-08-2022,11000,0,3520000,8
PQR,S1CN2022,25-08-2022,369900,0,2860000,181
PQR,SPCND067,25-08-2022,550000,0,3520000,137
ABC,APAN11109,25-08-2022,280000,344,3520000,80
ABC,APAN23217,25-08-2022,251000,17,3740000,107
PQR,SPCNG376,25-08-2022,295000,0,3520000,59
PQR,S1CN3514,25-08-2022,619000,19,3520000,201
PQR,S1CN2820,25-08-2022,425600,0,3520000,113
ABC,APAN22403,25-08-2022,387300,9,2420000,82
ABC,APAN35706,25-08-2022,116000,0,2860000,42
XYZ,T1NY000166081,25-08-2022,436500,0,3520000,123
XYZ,T1BH000011116,25-08-2022,507300,0,3520000,158
XYZ,T1BH000603091,25-08-2022,396000,0,3520000,98
XYZ,T1BH000274012,25-08-2022,250100,0,2860000,101
XYZ,T1NH000575414,25-08-2022,388500,0,3520000,147
PQR,S1CN2011,25-08-2022,77000,0,3520000,25
XYZ,T1BH007252090,25-08-2022,713500,0,3520000,249
XYZ,T1BH000003039,25-08-2022,0,0,3520000,0
ABC,SPCN02020,26-08-2022,506000,230,2640000,115
ABC,TPCN10269,26-08-2022,783000,0,3520000,99
ABC,APCN00816,26-08-2022,44600,27,2640000,21
PQR,S1CN1142,26-08-2022,0,1440,3520000,0
PQR,S1CN2022,26-08-2022,508200,69,2860000,201
PQR,SPCND067,26-08-2022,687000,0,3520000,158
ABC,APAN11109,26-08-2022,325500,662,3520000,110
ABC,APAN23217,26-08-2022,335600,70,3740000,106
PQR,SPCNG376,26-08-2022,269500,0,3520000,57
PQR,S1CN3514,26-08-2022,584000,0,3520000,177
PQR,S1CN2820,26-08-2022,205700,0,3520000,91
ABC,APAN22403,26-08-2022,253500,0,2420000,80
ABC,APAN35706,26-08-2022,73500,0,2860000,35
XYZ,T1NY000166081,26-08-2022,324000,0,3520000,85
XYZ,T1BH000011116,26-08-2022,518300,0,3520000,186
XYZ,T1BH000603091,26-08-2022,269500,0,3520000,102
XYZ,T1BH000274012,26-08-2022,239300,0,2860000,102
XYZ,T1NH000575414,26-08-2022,339500,55,3520000,146
PQR,S1CN2011,26-08-2022,97000,0,3520000,21
XYZ,T1BH007252090,26-08-2022,739500,0,3520000,232
XYZ,T1BH000003039,26-08-2022,6000,1171,3520000,4
ABC,SPCN02020,27-08-2022,998500,522,2640000,161
ABC,TPCN10269,27-08-2022,821500,135,3520000,105
ABC,APCN00816,27-08-2022,0,935,2640000,9
PQR,S1CN1142,27-08-2022,290600,1440,3520000,50
PQR,S1CN2022,27-08-2022,586000,19,2860000,246
PQR,SPCND067,27-08-2022,515500,0,3520000,101
ABC,APAN11109,27-08-2022,277500,463,3520000,61
ABC,APAN23217,27-08-2022,401900,81,3740000,98
PQR,SPCNG376,27-08-2022,128000,0,3520000,45
PQR,S1CN3514,27-08-2022,634000,0,3520000,177
PQR,S1CN2820,27-08-2022,316500,0,3520000,96
ABC,APAN22403,27-08-2022,554300,142,2420000,108
ABC,APAN35706,27-08-2022,123000,472,2860000,42
XYZ,T1NY000166081,27-08-2022,610000,0,3520000,148
XYZ,T1BH000011116,27-08-2022,383200,66,3520000,140
XYZ,T1BH000603091,27-08-2022,129500,0,3520000,70
XYZ,T1BH000274012,27-08-2022,327600,0,2860000,138
XYZ,T1NH000575414,27-08-2022,514500,0,3520000,179
PQR,S1CN2011,27-08-2022,26500,252,3520000,7
XYZ,T1BH007252090,27-08-2022,859000,0,3520000,256
XYZ,T1BH000003039,27-08-2022,0,1440,3520000,0
ABC,SPCN02020,28-08-2022,287000,846,2640000,81
ABC,TPCN10269,28-08-2022,490000,79,3520000,100
ABC,APCN00816,28-08-2022,0,1440,2640000,1
PQR,S1CN1142,28-08-2022,415500,1440,3520000,70
PQR,S1CN2022,28-08-2022,726200,0,2860000,297
PQR,SPCND067,28-08-2022,341500,0,3520000,73
ABC,APAN11109,28-08-2022,0,1440,3520000,13
ABC,APAN23217,28-08-2022,359600,0,3740000,123
PQR,SPCNG376,28-08-2022,125500,50,3520000,38
PQR,S1CN3514,28-08-2022,563000,39,3520000,172
PQR,S1CN2820,28-08-2022,681000,164,3520000,240
ABC,APAN22403,28-08-2022,146100,78,2420000,40
ABC,APAN35706,28-08-2022,0,1440,2860000,0
XYZ,T1NY000166081,28-08-2022,860000,0,3520000,179
XYZ,T1BH000011116,28-08-2022,529300,0,3520000,191
XYZ,T1BH000603091,28-08-2022,200000,0,3520000,56
XYZ,T1BH000274012,28-08-2022,243400,0,2860000,116
XYZ,T1NH000575414,28-08-2022,384500,0,3520000,194
PQR,S1CN2011,28-08-2022,1000,0,3520000,2
XYZ,T1BH007252090,28-08-2022,394000,0,3520000,154
XYZ,T1BH000003039,28-08-2022,41000,987,3520000,9
ABC,SPCN02020,29-08-2022,350500,831,2640000,81
ABC,TPCN10269,29-08-2022,587000,5,3520000,77
ABC,APCN00816,29-08-2022,71800,946,2640000,32
PQR,S1CN1142,29-08-2022,451200,31,3520000,65
PQR,S1CN2022,29-08-2022,582400,0,2860000,207
PQR,SPCND067,29-08-2022,747500,0,3520000,145
ABC,APAN11109,29-08-2022,3000,1321,3520000,14
ABC,APAN23217,29-08-2022,473600,75,3740000,132
PQR,SPCNG376,29-08-2022,223000,0,3520000,50
PQR,S1CN3514,29-08-2022,686500,643,3520000,207
PQR,S1CN2820,29-08-2022,943000,0,3520000,247
ABC,APAN22403,29-08-2022,577700,0,2420000,132
ABC,APAN35706,29-08-2022,0,1436,2860000,0
XYZ,T1NY000166081,29-08-2022,259500,0,3520000,73
XYZ,T1BH000011116,29-08-2022,603600,0,3520000,191
XYZ,T1BH000603091,29-08-2022,351000,0,3520000,117
XYZ,T1BH000274012,29-08-2022,152100,0,2860000,70
XYZ,T1NH000575414,29-08-2022,329500,72,3520000,97
PQR,S1CN2011,29-08-2022,74000,46,3520000,22
XYZ,T1BH007252090,29-08-2022,662500,0,3520000,245
XYZ,T1BH000003039,29-08-2022,123500,702,3520000,29
ABC,SPCN02020,30-08-2022,448000,350,2640000,108
ABC,TPCN10269,30-08-2022,599500,14,3520000,93
ABC,APCN00816,30-08-2022,128900,251,2640000,38
PQR,S1CN1142,30-08-2022,218500,0,3520000,28
PQR,S1CN2022,30-08-2022,878900,0,2860000,229
PQR,SPCND067,30-08-2022,719000,8,3520000,108
ABC,APAN11109,30-08-2022,177000,920,3520000,70
ABC,APAN23217,30-08-2022,332900,66,3740000,111
PQR,SPCNG376,30-08-2022,214000,290,3520000,51
PQR,S1CN3514,30-08-2022,729000,6,3520000,230
PQR,S1CN2820,30-08-2022,532000,9,3520000,147
ABC,APAN22403,30-08-2022,496700,0,2420000,105
ABC,APAN35706,30-08-2022,24000,1117,2860000,13
XYZ,T1NY000166081,30-08-2022,325500,0,3520000,92
XYZ,T1BH000011116,30-08-2022,706400,0,3520000,221
XYZ,T1BH000603091,30-08-2022,201000,0,3520000,91
XYZ,T1BH000274012,30-08-2022,363900,94,2860000,129
XYZ,T1NH000575414,30-08-2022,0,0,3520000,55
PQR,S1CN2011,30-08-2022,274500,0,3520000,41
XYZ,T1BH007252090,30-08-2022,634000,0,3520000,240
XYZ,T1BH000003039,30-08-2022,52000,872,3520000,28
ABC,SPCN02020,31-08-2022,570500,118,2640000,107
ABC,TPCN10269,31-08-2022,453000,82,3520000,85
ABC,APCN00816,31-08-2022,54500,496,2640000,15
PQR,S1CN1142,31-08-2022,256000,6,3520000,33
PQR,S1CN2022,31-08-2022,861900,14,2860000,301
PQR,SPCND067,31-08-2022,625500,0,3520000,112
ABC,APAN11109,31-08-2022,355000,61,3520000,107
ABC,APAN23217,31-08-2022,882400,0,3740000,168
PQR,SPCNG376,31-08-2022,42000,1071,3520000,21
PQR,S1CN3514,31-08-2022,860500,0,3520000,221
PQR,S1CN2820,31-08-2022,333000,0,3520000,94
ABC,APAN22403,31-08-2022,877800,19,2420000,160
ABC,APAN35706,31-08-2022,119500,237,2860000,46
XYZ,T1NY000166081,31-08-2022,851000,0,3520000,179
XYZ,T1BH000011116,31-08-2022,769100,32,3520000,213
XYZ,T1BH000603091,31-08-2022,574000,0,3520000,160
XYZ,T1BH000274012,31-08-2022,481000,74,2860000,160
XYZ,T1NH000575414,31-08-2022,500,0,3520000,40
PQR,S1CN2011,31-08-2022,153000,0,3520000,19
XYZ,T1BH007252090,31-08-2022,881500,0,3520000,301
XYZ,T1BH000003039,31-08-2022,150500,0,3520000,62
ABC,SPCN02020,01-09-2022,285000,407,2640000,49
ABC,TPCN10269,01-09-2022,432000,30,3520000,75
ABC,APCN00816,01-09-2022,185500,61,2640000,45
PQR,S1CN1142,01-09-2022,367300,0,3520000,38
PQR,S1CN2022,01-09-2022,767500,141,2860000,184
PQR,SPCND067,01-09-2022,569000,0,3520000,147
ABC,APAN11109,01-09-2022,513000,167,3520000,123
ABC,APAN23217,01-09-2022,981800,3,3740000,190
PQR,SPCNG376,01-09-2022,305000,6,3520000,56
PQR,S1CN3514,01-09-2022,949000,0,3520000,284
PQR,S1CN2820,01-09-2022,468500,8,3520000,116
ABC,APAN22403,01-09-2022,1141500,49,2420000,189
ABC,APAN35706,01-09-2022,271000,436,2860000,63
XYZ,T1NY000166081,01-09-2022,975500,93,3520000,216
XYZ,T1BH000011116,01-09-2022,1216200,149,3520000,286
XYZ,T1BH000603091,01-09-2022,1346000,0,3520000,281
XYZ,T1BH000274012,01-09-2022,506800,0,2860000,187
XYZ,T1NH000575414,01-09-2022,23000,103,3520000,41
PQR,S1CN2011,01-09-2022,240500,0,3520000,40
XYZ,T1BH007252090,01-09-2022,865500,121,3520000,239
XYZ,T1BH000003039,01-09-2022,124000,123,3520000,31
ABC,SPCN02020,02-09-2022,417000,131,2640000,92
ABC,TPCN10269,02-09-2022,290500,103,3520000,43
ABC,APCN00816,02-09-2022,161000,0,2640000,47
PQR,S1CN1142,02-09-2022,256500,0,3520000,34
PQR,S1CN2022,02-09-2022,658000,12,2860000,184
PQR,SPCND067,02-09-2022,751000,0,3520000,148
ABC,APAN11109,02-09-2022,352000,12,3520000,87
ABC,APAN23217,02-09-2022,1343000,50,3740000,276
PQR,SPCNG376,02-09-2022,336000,0,3520000,63
PQR,S1CN3514,02-09-2022,252000,611,3520000,126
PQR,S1CN2820,02-09-2022,298500,0,3520000,111
ABC,APAN22403,02-09-2022,590300,50,2420000,123
ABC,APAN35706,02-09-2022,360500,85,2860000,85
XYZ,T1NY000166081,02-09-2022,441500,980,3520000,121
XYZ,T1BH000011116,02-09-2022,1311800,126,3520000,310
XYZ,T1BH000603091,02-09-2022,1264000,0,3520000,279
XYZ,T1BH000274012,02-09-2022,500700,0,2860000,158
XYZ,T1NH000575414,02-09-2022,511000,0,3520000,175
PQR,S1CN2011,02-09-2022,166000,212,3520000,30
XYZ,T1BH007252090,02-09-2022,1072000,33,3520000,316
XYZ,T1BH000003039,02-09-2022,6500,891,3520000,3
ABC,SPCN02020,03-09-2022,770500,0,2640000,157
ABC,TPCN10269,03-09-2022,515500,0,3520000,86
ABC,APCN00816,03-09-2022,282500,18,2640000,58
PQR,S1CN1142,03-09-2022,637100,0,3520000,69
PQR,S1CN2022,03-09-2022,1125000,0,2860000,256
PQR,SPCND067,03-09-2022,631000,428,3520000,132
ABC,APAN11109,03-09-2022,478500,7,3520000,127
ABC,APAN23217,03-09-2022,838700,2,3740000,201
PQR,SPCNG376,03-09-2022,469500,0,3520000,71
PQR,S1CN3514,03-09-2022,803000,3,3520000,255
PQR,S1CN2820,03-09-2022,368000,0,3520000,114
ABC,APAN22403,03-09-2022,749100,0,2420000,141
ABC,APAN35706,03-09-2022,10000,0,2860000,1
XYZ,T1NY000166081,03-09-2022,567500,0,3520000,139
XYZ,T1BH000011116,03-09-2022,1016300,49,3520000,262
XYZ,T1BH000603091,03-09-2022,703000,46,3520000,154
XYZ,T1BH000274012,03-09-2022,442000,425,2860000,162
XYZ,T1NH000575414,03-09-2022,639500,44,3520000,190
PQR,S1CN2011,03-09-2022,122500,24,3520000,29
XYZ,T1BH007252090,03-09-2022,988500,0,3520000,302
XYZ,T1BH000003039,03-09-2022,209500,0,3520000,62
PQR,S1CN2011,04-09-2022,125500,0,3520000,15
XYZ,T1BH007252090,04-09-2022,649000,0,3520000,197
XYZ,T1BH000003039,04-09-2022,536000,0,3520000,145
ABC,SPCN02020,04-09-2022,665500,80,2640000,124
ABC,TPCN10269,04-09-2022,594000,0,3520000,92
ABC,APCN00816,04-09-2022,4500,0,2640000,2
PQR,S1CN1142,04-09-2022,316800,0,3520000,47
PQR,S1CN2022,04-09-2022,870000,17,2860000,277
PQR,SPCND067,04-09-2022,0,1440,3520000,0
ABC,APAN11109,04-09-2022,152000,645,3520000,55
ABC,APAN23217,04-09-2022,855400,0,3740000,207
PQR,SPCNG376,04-09-2022,158500,146,3520000,35
PQR,S1CN3514,04-09-2022,823000,0,3520000,266
PQR,S1CN2820,04-09-2022,324000,0,3520000,111
ABC,APAN22403,04-09-2022,174800,11,2420000,47
ABC,APAN35706,04-09-2022,0,879,2860000,0
XYZ,T1NY000166081,04-09-2022,859500,0,3520000,196
XYZ,T1BH000011116,04-09-2022,823200,0,3520000,262
XYZ,T1BH000603091,04-09-2022,924500,0,3520000,240
XYZ,T1BH000274012,04-09-2022,309400,0,2860000,122
XYZ,T1NH000575414,04-09-2022,528000,0,3520000,212
ABC,SPCN02020,05-09-2022,414000,0,2640000,99
ABC,TPCN10269,05-09-2022,525000,35,3520000,80
ABC,APCN00816,05-09-2022,173500,0,2640000,45
PQR,S1CN1142,05-09-2022,149000,0,3520000,21
PQR,S1CN2022,05-09-2022,1027600,11,2860000,256
PQR,SPCND067,05-09-2022,804000,138,3520000,148
ABC,APAN11109,05-09-2022,0,1440,3520000,9
ABC,APAN23217,05-09-2022,671600,2,3740000,165
PQR,SPCNG376,05-09-2022,390000,0,3520000,72
PQR,S1CN3514,05-09-2022,579500,0,3520000,209
PQR,S1CN2820,05-09-2022,275500,0,3520000,90
ABC,APAN22403,05-09-2022,693900,0,2420000,118
ABC,APAN35706,05-09-2022,77500,1297,2860000,19
XYZ,T1NY000166081,05-09-2022,474500,0,3520000,115
XYZ,T1BH000011116,05-09-2022,474000,26,3520000,174
